k,type,score,label
2,Kmeans,0.865467,1
2,Kmeans,0.878097,1
2,Kmeans,0.05997,0
2,Kmeans,0.877578,1
2,Kmeans,0.870311,1
2,Kmeans,0.79322,1
2,Kmeans,0.739422,1
2,Kmeans,0.828874,1
2,Kmeans,0.881627,1
2,Kmeans,0.884632,1
2,Kmeans,0.875691,1
2,Kmeans,0.871385,1
2,Kmeans,0.880763,1
2,Kmeans,0.714155,1
2,Kmeans,0.801618,1
2,Kmeans,0.834238,1
2,Kmeans,0.83804,1
2,Kmeans,0.88008,1
2,Kmeans,0.874858,1
2,Kmeans,0.693124,1
2,Kmeans,0.80606,1
2,Kmeans,0.885438,1
2,Kmeans,0.87053,1
2,Kmeans,0.88268,1
2,Kmeans,0.870335,1
2,Kmeans,0.877293,1
2,Kmeans,0.490298,1
2,Kmeans,0.84724,1
2,Kmeans,0.839145,1
2,Kmeans,0.774235,1
2,Kmeans,0.872209,1
2,Kmeans,0.878221,1
2,Kmeans,0.887957,1
2,Kmeans,0.873189,1
2,Kmeans,0.851673,1
2,Kmeans,0.849927,1
2,Kmeans,0.854059,1
2,Kmeans,0.865335,1
2,Kmeans,0.868172,1
2,Kmeans,0.701098,1
2,Kmeans,0.758277,1
2,Kmeans,0.827586,1
2,Kmeans,0.855146,1
2,Kmeans,0.843432,1
2,Kmeans,0.83848,1
2,Kmeans,0.883155,1
2,Kmeans,0.546732,1
2,Kmeans,0.880383,1
2,Kmeans,0.879805,1
2,Kmeans,0.812252,1
2,Kmeans,0.817273,1
2,Kmeans,0.870467,1
2,Kmeans,0.880198,1
2,Kmeans,0.888523,1
2,Kmeans,0.871889,1
2,Kmeans,0.878778,1
2,Kmeans,0.880271,1
2,Kmeans,0.762286,1
2,Kmeans,0.881586,1
2,Kmeans,0.675551,1
2,Kmeans,0.878672,1
2,Kmeans,0.881519,1
2,Kmeans,0.849405,1
2,Kmeans,0.439619,1
2,Kmeans,0.659949,1
2,Kmeans,0.74303,1
2,Kmeans,0.854793,1
2,Kmeans,0.8835,1
2,Kmeans,0.878265,1
2,Kmeans,0.850862,1
2,Kmeans,0.794515,1
2,Kmeans,0.830726,1
2,Kmeans,0.867167,1
2,Kmeans,0.807077,1
2,Kmeans,0.845381,1
2,Kmeans,0.812744,1
2,Kmeans,0.886097,1
2,Kmeans,0.862032,1
2,Kmeans,0.87642,1
2,Kmeans,0.88752,1
2,Kmeans,0.845051,1
2,Kmeans,0.85633,1
2,Kmeans,0.853651,1
2,Kmeans,0.859041,1
2,Kmeans,0.88018,1
2,Kmeans,0.878728,1
2,Kmeans,0.785684,1
2,Kmeans,0.879909,1
2,Kmeans,0.884792,1
2,Kmeans,0.853743,1
2,Kmeans,0.883704,1
2,Kmeans,0.826108,1
2,Kmeans,0.849419,1
2,Kmeans,0.696549,1
2,Kmeans,0.854807,1
2,Kmeans,0.775119,1
2,Kmeans,0.808518,1
2,Kmeans,0.878196,1
2,Kmeans,0.838979,1
2,Kmeans,0.882944,1
2,Kmeans,0.771777,1
2,Kmeans,0.885297,1
2,Kmeans,0.70144,1
2,Kmeans,0.845363,1
2,Kmeans,0.782627,1
2,Kmeans,0.828487,1
2,Kmeans,0.817123,1
2,Kmeans,0.883559,1
2,Kmeans,0.831768,1
2,Kmeans,0.874917,1
2,Kmeans,0.886189,1
2,Kmeans,0.882634,1
2,Kmeans,0.886919,1
2,Kmeans,0.880576,1
2,Kmeans,0.875677,1
2,Kmeans,0.881081,1
2,Kmeans,0.865774,1
2,Kmeans,0.784994,1
2,Kmeans,0.884865,1
2,Kmeans,0.860944,1
2,Kmeans,0.856252,1
2,Kmeans,0.827905,1
2,Kmeans,0.884312,1
2,Kmeans,0.797316,1
2,Kmeans,0.885602,1
2,Kmeans,0.88047,1
2,Kmeans,0.846271,1
2,Kmeans,0.887149,1
2,Kmeans,0.62865,1
2,Kmeans,0.799153,1
2,Kmeans,0.887518,1
2,Kmeans,0.815043,1
2,Kmeans,0.879428,1
2,Kmeans,0.882803,1
2,Kmeans,0.70858,1
2,Kmeans,0.874136,1
2,Kmeans,0.816819,1
2,Kmeans,0.755835,1
2,Kmeans,0.873449,1
2,Kmeans,0.887156,1
2,Kmeans,0.826746,1
2,Kmeans,0.858299,1
2,Kmeans,0.291496,1
2,Kmeans,0.726519,1
2,Kmeans,0.861312,1
2,Kmeans,0.861767,1
2,Kmeans,0.865584,1
2,Kmeans,0.881867,1
2,Kmeans,0.871032,1
2,Kmeans,0.866963,1
2,Kmeans,0.886949,1
2,Kmeans,0.757739,1
2,Kmeans,0.864445,1
2,Kmeans,0.888364,1
2,Kmeans,0.873343,1
2,Kmeans,0.861702,1
2,Kmeans,0.821905,1
2,Kmeans,0.874388,1
2,Kmeans,0.851184,1
2,Kmeans,0.381306,1
2,Kmeans,0.683362,1
2,Kmeans,0.875739,1
2,Kmeans,0.873434,1
2,Kmeans,0.515668,1
2,Kmeans,0.782401,1
2,Kmeans,0.779896,1
2,Kmeans,0.753501,1
2,Kmeans,0.880892,1
2,Kmeans,0.286951,0
2,Kmeans,0.867542,1
2,Kmeans,0.878385,1
2,Kmeans,0.668071,1
2,Kmeans,0.884634,1
2,Kmeans,0.849463,1
2,Kmeans,0.855604,1
2,Kmeans,0.884145,1
2,Kmeans,0.871675,1
2,Kmeans,0.84269,1
2,Kmeans,0.869952,1
2,Kmeans,0.860437,1
2,Kmeans,0.618183,1
2,Kmeans,0.84803,1
2,Kmeans,0.716132,1
2,Kmeans,0.878606,1
2,Kmeans,0.866944,1
2,Kmeans,0.858053,1
2,Kmeans,0.772229,1
2,Kmeans,0.874046,1
2,Kmeans,0.870095,1
2,Kmeans,0.866841,1
2,Kmeans,0.869856,1
2,Kmeans,0.802316,1
2,Kmeans,0.759048,1
2,Kmeans,0.849134,1
2,Kmeans,0.850073,1
2,Kmeans,0.767164,1
2,Kmeans,0.884428,1
2,Kmeans,0.73433,1
2,Kmeans,0.853387,1
2,Kmeans,0.802936,1
2,Kmeans,0.739591,1
2,Kmeans,0.876617,1
2,Kmeans,0.82276,1
2,Kmeans,0.81148,1
2,Kmeans,0.853921,1
2,Kmeans,0.863902,1
2,Kmeans,0.881987,1
2,Kmeans,0.866472,1
2,Kmeans,0.846737,1
2,Kmeans,0.874572,1
2,Kmeans,0.840177,1
2,Kmeans,0.87,1
2,Kmeans,0.876225,1
2,Kmeans,0.832904,1
2,Kmeans,0.823479,1
2,Kmeans,0.874675,1
2,Kmeans,0.827911,1
2,Kmeans,0.875774,1
2,Kmeans,0.863504,1
2,Kmeans,0.869186,1
2,Kmeans,0.8368,1
2,Kmeans,0.876353,1
2,Kmeans,0.888618,1
2,Kmeans,0.880644,1
2,Kmeans,0.826497,1
2,Kmeans,0.882235,1
2,Kmeans,0.862855,1
2,Kmeans,0.815499,1
2,Kmeans,0.749358,1
2,Kmeans,0.773884,1
2,Kmeans,0.883309,1
2,Kmeans,0.845511,1
2,Kmeans,0.867518,1
2,Kmeans,0.633469,1
2,Kmeans,0.727846,1
2,Kmeans,0.860536,1
2,Kmeans,0.828794,1
2,Kmeans,0.876599,1
2,Kmeans,0.871904,1
2,Kmeans,0.878345,1
2,Kmeans,0.879393,1
2,Kmeans,0.884814,1
2,Kmeans,0.846294,1
2,Kmeans,0.847084,1
2,Kmeans,0.851573,1
2,Kmeans,0.71198,1
2,Kmeans,0.886135,1
2,Kmeans,0.752215,1
2,Kmeans,0.88051,1
2,Kmeans,0.875401,1
2,Kmeans,0.825384,1
2,Kmeans,0.882294,1
2,Kmeans,0.779813,1
2,Kmeans,0.780652,1
2,Kmeans,0.886209,1
2,Kmeans,0.572448,1
2,Kmeans,0.816306,1
2,Kmeans,0.836443,1
2,Kmeans,0.862953,1
2,Kmeans,0.812372,1
2,Kmeans,0.507475,1
2,Kmeans,0.856576,1
2,Kmeans,0.881405,1
2,Kmeans,0.861821,1
2,Kmeans,0.887592,1
2,Kmeans,0.882346,1
2,Kmeans,0.872426,1
2,Kmeans,0.845824,1
2,Kmeans,0.879189,1
2,Kmeans,0.583845,1
2,Kmeans,0.859601,1
2,Kmeans,0.86945,1
2,Kmeans,0.832703,1
2,Kmeans,0.866665,1
2,Kmeans,0.884437,1
2,Kmeans,0.883617,1
2,Kmeans,0.854838,1
2,Kmeans,0.849697,1
2,Kmeans,0.881274,1
2,Kmeans,0.825401,1
2,Kmeans,0.866023,1
2,Kmeans,0.88631,1
2,Kmeans,0.887878,1
2,Kmeans,0.752414,1
2,Kmeans,0.878988,1
2,Kmeans,0.861911,1
2,Kmeans,0.842224,1
2,Kmeans,0.872388,1
2,Kmeans,0.845002,1
2,Kmeans,0.836727,1
2,Kmeans,0.860333,1
2,Kmeans,0.875239,1
2,Kmeans,0.887576,1
2,Kmeans,0.836156,1
2,Kmeans,0.885885,1
2,Kmeans,0.848478,1
2,Kmeans,0.869558,1
2,Kmeans,0.853853,1
2,Kmeans,0.835038,1
2,Kmeans,0.800664,1
2,Kmeans,0.867664,1
2,Kmeans,0.812503,1
2,Kmeans,0.878813,1
2,Kmeans,0.885269,1
2,Kmeans,0.793492,1
2,Kmeans,0.854127,1
2,Kmeans,0.877585,1
2,Kmeans,0.697454,1
2,Kmeans,0.834469,1
2,Kmeans,0.874033,1
2,Kmeans,0.653038,1
2,Kmeans,0.784091,1
2,Kmeans,0.880988,1
2,Kmeans,0.836298,1
2,Kmeans,0.845412,1
2,Kmeans,0.85607,1
2,Kmeans,0.837989,1
2,Kmeans,0.845236,1
2,Kmeans,0.876118,1
2,Kmeans,0.86202,1
2,Kmeans,0.887081,1
2,Kmeans,0.875727,1
2,Kmeans,0.868781,1
2,Kmeans,0.856855,1
2,Kmeans,0.877366,1
2,Kmeans,0.73061,1
2,Kmeans,0.598945,1
2,Kmeans,0.836667,1
2,Kmeans,0.861609,1
2,Kmeans,0.767325,1
2,Kmeans,0.882791,1
2,Kmeans,0.738242,1
2,Kmeans,0.886512,1
2,Kmeans,0.757987,1
2,Kmeans,0.830679,1
2,Kmeans,0.7812,1
2,Kmeans,0.867281,1
2,Kmeans,0.621733,1
2,Kmeans,0.846902,1
2,Kmeans,0.840878,1
2,Kmeans,0.869549,1
2,Kmeans,0.88244,1
2,Kmeans,0.874309,1
2,Kmeans,0.877016,1
2,Kmeans,0.804978,1
2,Kmeans,0.872519,1
2,Kmeans,0.886106,1
2,Kmeans,0.886419,1
2,Kmeans,0.881296,1
2,Kmeans,0.627334,1
2,Kmeans,0.8879,1
2,Kmeans,0.80254,1
2,Kmeans,0.793554,1
2,Kmeans,0.854775,1
2,Kmeans,0.867596,1
2,Kmeans,0.867623,1
2,Kmeans,0.857437,1
2,Kmeans,0.854806,1
2,Kmeans,0.743818,1
2,Kmeans,0.879913,1
2,Kmeans,0.850036,1
2,Kmeans,0.879687,1
2,Kmeans,0.885559,1
2,Kmeans,0.839053,1
2,Kmeans,0.87598,1
2,Kmeans,0.752825,1
2,Kmeans,0.847481,1
2,Kmeans,0.834442,1
2,Kmeans,0.870408,1
2,Kmeans,0.789338,1
2,Kmeans,0.88006,1
2,Kmeans,0.641828,1
2,Kmeans,0.87827,1
2,Kmeans,0.880881,1
2,Kmeans,0.838231,1
2,Kmeans,0.586432,1
2,Kmeans,0.882069,1
2,Kmeans,0.877444,1
2,Kmeans,0.885738,1
2,Kmeans,0.86317,1
2,Kmeans,0.881146,1
2,Kmeans,0.887436,1
2,Kmeans,0.85238,1
2,Kmeans,0.795436,1
2,Kmeans,0.411922,1
2,Kmeans,0.590634,1
2,Kmeans,0.711354,1
2,Kmeans,0.880564,1
2,Kmeans,0.882597,1
2,Kmeans,0.881034,1
2,Kmeans,0.881511,1
2,Kmeans,0.841984,1
2,Kmeans,0.811822,1
2,Kmeans,0.851989,1
2,Kmeans,0.872243,1
2,Kmeans,0.845015,1
2,Kmeans,0.858306,1
2,Kmeans,0.65416,1
2,Kmeans,0.856458,1
2,Kmeans,0.854415,1
2,Kmeans,0.884278,1
2,Kmeans,0.869382,1
2,Kmeans,0.460457,1
2,Kmeans,0.847486,1
2,Kmeans,0.863069,1
2,Kmeans,0.86879,1
2,Kmeans,0.880405,1
2,Kmeans,0.869733,1
2,Kmeans,0.668983,1
2,Kmeans,0.86622,1
2,Kmeans,0.869196,1
2,Kmeans,0.866139,1
2,Kmeans,0.862155,1
2,Kmeans,0.799656,1
2,Kmeans,0.85961,1
2,Kmeans,0.807972,1
2,Kmeans,0.801872,1
2,Kmeans,0.875129,1
2,Kmeans,0.862158,1
2,Kmeans,0.11563,0
2,Kmeans,0.817757,1
2,Kmeans,0.744593,1
2,Kmeans,0.879212,1
2,Kmeans,0.874681,1
2,Kmeans,0.880733,1
2,Kmeans,0.875284,1
2,Kmeans,0.518164,1
2,Kmeans,0.542798,1
2,Kmeans,0.868089,1
2,Kmeans,0.862355,1
2,Kmeans,0.81884,1
2,Kmeans,0.882529,1
2,Kmeans,0.579181,1
2,Kmeans,0.711316,1
2,Kmeans,0.865381,1
2,Kmeans,0.887161,1
2,Kmeans,0.792288,1
2,Kmeans,0.875538,1
2,Kmeans,0.863999,1
2,Kmeans,0.847757,1
2,Kmeans,0.881641,1
2,Kmeans,0.881931,1
2,Kmeans,0.828388,1
2,Kmeans,0.742398,1
2,Kmeans,0.836294,1
2,Kmeans,0.875708,1
2,Kmeans,0.853507,1
2,Kmeans,0.8294,1
2,Kmeans,0.861348,1
2,Kmeans,0.884637,1
2,Kmeans,0.876271,1
2,Kmeans,0.794445,1
2,Kmeans,0.879868,1
2,Kmeans,0.736484,1
2,Kmeans,0.830857,1
2,Kmeans,0.87092,1
2,Kmeans,0.885865,1
2,Kmeans,0.873948,1
2,Kmeans,0.654163,1
2,Kmeans,0.62029,1
2,Kmeans,0.55093,1
2,Kmeans,0.839899,1
2,Kmeans,0.733345,1
2,Kmeans,0.880174,1
2,Kmeans,0.870237,1
2,Kmeans,0.867115,1
2,Kmeans,0.704175,1
2,Kmeans,0.876905,1
2,Kmeans,0.887032,1
2,Kmeans,0.882293,1
2,Kmeans,0.822734,1
2,Kmeans,0.88645,1
2,Kmeans,0.880717,1
2,Kmeans,0.79061,1
2,Kmeans,0.817337,1
2,Kmeans,0.875857,1
2,Kmeans,0.884517,1
2,Kmeans,0.671939,1
2,Kmeans,0.869045,1
2,Kmeans,0.881422,1
2,Kmeans,0.864957,1
2,Kmeans,0.806491,1
2,Kmeans,0.716567,1
2,Kmeans,0.868823,1
2,Kmeans,0.684144,1
2,Kmeans,0.538234,1
2,Kmeans,0.883936,1
2,Kmeans,0.88504,1
2,Kmeans,0.882622,1
2,Kmeans,0.873627,1
2,Kmeans,0.883868,1
2,Kmeans,0.868751,1
2,Kmeans,0.88342,1
2,Kmeans,0.842395,1
2,Kmeans,0.872148,1
2,Kmeans,0.886876,1
2,Kmeans,0.884748,1
2,Kmeans,0.882214,1
2,Kmeans,0.885434,1
2,Kmeans,0.831786,1
2,Kmeans,0.885731,1
2,Kmeans,0.87909,1
2,Kmeans,0.838403,1
2,Kmeans,0.87252,1
2,Kmeans,0.786642,1
2,Kmeans,0.795684,1
2,Kmeans,0.706716,1
2,Kmeans,0.886042,1
2,Kmeans,0.817197,1
2,Kmeans,0.471614,1
2,Kmeans,0.852947,1
2,Kmeans,0.885527,1
2,Kmeans,0.857626,1
2,Kmeans,0.874256,1
2,Kmeans,0.856668,1
2,Kmeans,0.868489,1
2,Kmeans,0.883226,1
2,Kmeans,0.852081,1
2,Kmeans,0.848028,1
2,Kmeans,0.871432,1
2,Kmeans,0.878146,1
2,Kmeans,0.865175,1
2,Kmeans,0.759861,1
2,Kmeans,0.880262,1
2,Kmeans,0.823127,1
2,Kmeans,0.859888,1
2,Kmeans,0.855051,1
2,Kmeans,0.692115,1
2,Kmeans,0.787697,1
2,Kmeans,0.887014,1
2,Kmeans,0.790778,1
2,Kmeans,0.865108,1
2,Kmeans,0.880534,1
2,Kmeans,0.605433,1
2,Kmeans,0.80149,1
2,Kmeans,0.771981,1
2,Kmeans,0.84013,1
2,Kmeans,0.871576,1
2,Kmeans,0.875858,1
2,Kmeans,0.883606,1
2,Kmeans,0.885367,1
2,Kmeans,0.877556,1
2,Kmeans,0.882265,1
2,Kmeans,0.86219,1
2,Kmeans,0.828859,1
2,Kmeans,0.404291,0
2,Kmeans,0.886489,1
2,Kmeans,0.828874,1
2,Kmeans,0.867097,1
2,Kmeans,0.857491,1
2,Kmeans,0.881755,1
2,Kmeans,0.874375,1
2,Kmeans,0.636964,1
2,Kmeans,0.848914,1
2,Kmeans,0.859616,1
2,Kmeans,0.866977,1
2,Kmeans,0.874085,1
2,Kmeans,0.88399,1
2,Kmeans,0.844312,1
2,Kmeans,0.8596,1
2,Kmeans,0.864727,1
2,Kmeans,0.875084,1
2,Kmeans,0.818617,1
2,Kmeans,0.865571,1
2,Kmeans,0.393398,1
2,Kmeans,0.706686,1
2,Kmeans,0.831004,1
2,Kmeans,0.848502,1
2,Kmeans,0.867444,1
2,Kmeans,0.882098,1
2,Kmeans,0.856325,1
2,Kmeans,0.861831,1
2,Kmeans,0.87934,1
2,Kmeans,0.855687,1
2,Kmeans,0.749981,1
2,Kmeans,0.753019,1
2,Kmeans,0.886209,1
2,Kmeans,0.819836,1
2,Kmeans,0.870845,1
2,Kmeans,0.883304,1
2,Kmeans,0.829554,1
2,Kmeans,0.888477,1
2,Kmeans,0.879244,1
2,Kmeans,0.872549,1
2,Kmeans,0.715917,1
2,Kmeans,0.85847,1
2,Kmeans,0.882481,1
2,Kmeans,0.87604,1
2,Kmeans,0.850883,1
2,Kmeans,0.83408,1
2,Kmeans,0.883352,1
2,Kmeans,0.877322,1
2,Kmeans,0.878262,1
2,Kmeans,0.847323,1
2,Kmeans,0.77915,1
2,Kmeans,0.672042,1
2,Kmeans,0.880385,1
2,Kmeans,0.885007,1
2,Kmeans,0.743241,1
2,Kmeans,0.856076,1
2,Kmeans,0.85755,1
2,Kmeans,0.861824,1
2,Kmeans,0.888413,1
2,Kmeans,0.870548,1
2,Kmeans,0.692826,1
2,Kmeans,0.88062,1
2,Kmeans,0.887474,1
2,Kmeans,0.878606,1
2,Kmeans,0.590431,1
2,Kmeans,0.864428,1
2,Kmeans,0.874638,1
2,Kmeans,0.858711,1
2,Kmeans,0.88582,1
2,Kmeans,0.856814,1
2,Kmeans,0.797857,1
2,Kmeans,0.869496,1
2,Kmeans,0.863545,1
2,Kmeans,0.875336,1
2,Kmeans,0.831886,1
2,Kmeans,0.882942,1
2,Kmeans,0.835264,1
2,Kmeans,0.856476,1
2,Kmeans,0.853304,1
2,Kmeans,0.343128,0
2,Kmeans,0.881711,1
2,Kmeans,0.857367,1
2,Kmeans,0.880358,1
2,Kmeans,0.866993,1
2,Kmeans,0.873975,1
2,Kmeans,0.882011,1
2,Kmeans,0.707789,1
2,Kmeans,0.81633,1
2,Kmeans,0.880583,1
2,Kmeans,0.883284,1
2,Kmeans,0.829312,1
2,Kmeans,0.817712,1
2,Kmeans,0.831599,1
2,Kmeans,0.876985,1
2,Kmeans,0.884977,1
2,Kmeans,0.866212,1
2,Kmeans,0.848577,1
2,Kmeans,0.887016,1
2,Kmeans,0.854322,1
2,Kmeans,0.876669,1
2,Kmeans,0.727442,1
2,Kmeans,0.882464,1
2,Kmeans,0.877456,1
2,Kmeans,0.882758,1
2,Kmeans,0.860491,1
2,Kmeans,0.882412,1
2,Kmeans,0.669309,1
2,Kmeans,0.22523,0
2,Kmeans,0.834616,1
2,Kmeans,0.882954,1
2,Kmeans,0.886885,1
2,Kmeans,0.867815,1
2,Kmeans,0.634704,1
2,Kmeans,0.777736,1
2,Kmeans,0.886032,1
2,Kmeans,0.664278,1
2,Kmeans,0.805599,1
2,Kmeans,0.869862,1
2,Kmeans,0.875733,1
2,Kmeans,0.876372,1
2,Kmeans,0.754645,1
2,Kmeans,0.88606,1
2,Kmeans,0.885581,1
2,Kmeans,0.637297,1
2,Kmeans,0.879861,1
2,Kmeans,0.846856,1
2,Kmeans,0.340782,1
2,Kmeans,0.873268,1
2,Kmeans,0.882452,1
2,Kmeans,0.884333,1
2,Kmeans,0.836237,1
2,Kmeans,0.850413,1
2,Kmeans,0.862521,1
2,Kmeans,0.856478,1
2,Kmeans,0.797236,1
2,Kmeans,0.821014,1
2,Kmeans,0.867684,1
2,Kmeans,0.8474,1
2,Kmeans,0.880892,1
2,Kmeans,0.825963,1
2,GMM,0.826437,1
2,GMM,0.846747,1
2,GMM,0.771555,1
2,GMM,0.834287,1
2,GMM,0.879679,1
2,GMM,0.871177,1
2,GMM,0.412528,0
2,GMM,0.844683,1
2,GMM,0.863978,1
2,GMM,0.886045,1
2,GMM,0.871824,1
2,GMM,0.834855,1
2,GMM,0.457439,1
2,GMM,0.769746,1
2,GMM,0.766829,1
2,GMM,0.823111,1
2,GMM,0.73146,1
2,GMM,0.703432,1
2,GMM,0.716924,1
2,GMM,0.88054,1
2,GMM,0.886066,1
2,GMM,0.847212,1
2,GMM,0.841345,1
2,GMM,0.885542,1
2,GMM,0.725987,1
2,GMM,0.886517,1
2,GMM,0.859975,1
2,GMM,0.798642,1
2,GMM,0.814544,1
2,GMM,0.8242,1
2,GMM,0.888341,1
2,GMM,0.880406,1
2,GMM,0.646529,1
2,GMM,0.778804,1
2,GMM,0.873628,1
2,GMM,0.882442,1
2,GMM,0.882666,1
2,GMM,0.859676,1
2,GMM,0.880528,1
2,GMM,0.881678,1
2,GMM,0.797262,1
2,GMM,0.871343,1
2,GMM,0.822804,1
2,GMM,0.885387,1
2,GMM,0.859765,1
2,GMM,0.824157,1
2,GMM,0.883777,1
2,GMM,0.870316,1
2,GMM,0.882352,1
2,GMM,0.886421,1
2,GMM,0.887159,1
2,GMM,0.8384,1
2,GMM,0.329217,0
2,GMM,0.878701,1
2,GMM,0.705852,1
2,GMM,0.840564,1
2,GMM,0.804268,1
2,GMM,0.875284,1
2,GMM,0.614537,1
2,GMM,0.819131,1
2,GMM,0.854755,1
2,GMM,0.853509,1
